001.0|A00.0|Cholera due to Vibrio cholerae 01 biovar cholerae 
008.3|A04.8|Other specified bacterial intestinal infections 
008.41|A04.8|Other specified bacterial intestinal infections 
008.42|A04.8|Other specified bacterial intestinal infections 
008.43|A04.5|Campylobacter enteritis 
008.44|A04.6|Enteritis due to Yersinia enterocolitica 
008.45|A04.7|Enterocolitis due to Clostridium difficile 
008.46|A04.8|Other specified bacterial intestinal infections 
008.47|A04.8|Other specified bacterial intestinal infections 
008.49|A04.8|Other specified bacterial intestinal infections 
008.5|A04.9|Bacterial intestinal infection unspecified 
008.61|A08.0|Rotaviral enteritis 
008.62|A08.2|Adenoviral enteritis 
008.63|A08.11|Acute gastroenteropathy due to Norwalk agent 
008.64|A08.19|Acute gastroenteropathy due to other small round viruses 
008.65|A08.31|Calicivirus enteritis 
008.66|A08.32|Astrovirus enteritis 
008.67|A08.39|Other viral enteritis 
008.69|A08.39|Other viral enteritis 
008.8|A08.8|Other specified intestinal infections 
009.0|A09|Infectious gastroenteritis and colitis unspecified 
009.1|A09|Infectious gastroenteritis and colitis unspecified 
009.2|A09|Infectious gastroenteritis and colitis unspecified 
009.3|A09|Infectious gastroenteritis and colitis unspecified 
010.00|A15.7|Primary respiratory tuberculosis 
010.01|A15.7|Primary respiratory tuberculosis 
010.02|A15.7|Primary respiratory tuberculosis 
010.03|A15.7|Primary respiratory tuberculosis 
010.04|A15.7|Primary respiratory tuberculosis 
010.05|A15.7|Primary respiratory tuberculosis 
010.06|A15.7|Primary respiratory tuberculosis 
010.10|A15.6|Tuberculous pleurisy 
010.11|A15.6|Tuberculous pleurisy 
010.12|A15.6|Tuberculous pleurisy 
010.13|A15.6|Tuberculous pleurisy 
010.14|A15.6|Tuberculous pleurisy 
010.15|A15.6|Tuberculous pleurisy 
010.16|A15.6|Tuberculous pleurisy 
010.80|A15.7|Primary respiratory tuberculosis 
010.81|A15.7|Primary respiratory tuberculosis 
010.82|A15.7|Primary respiratory tuberculosis 
010.83|A15.7|Primary respiratory tuberculosis 
010.84|A15.7|Primary respiratory tuberculosis 
010.85|A15.7|Primary respiratory tuberculosis 
010.86|A15.7|Primary respiratory tuberculosis 
010.90|A15.7|Primary respiratory tuberculosis 
010.91|A15.7|Primary respiratory tuberculosis 
010.92|A15.7|Primary respiratory tuberculosis 
010.93|A15.7|Primary respiratory tuberculosis 
010.94|A15.7|Primary respiratory tuberculosis 
010.95|A15.7|Primary respiratory tuberculosis 
010.96|A15.7|Primary respiratory tuberculosis 
011.00|A15.0|Tuberculosis of lung 
011.01|A15.0|Tuberculosis of lung 
011.02|A15.0|Tuberculosis of lung 
011.03|A15.0|Tuberculosis of lung 
011.04|A15.0|Tuberculosis of lung 
011.05|A15.0|Tuberculosis of lung 
011.06|A15.0|Tuberculosis of lung 
011.10|A15.0|Tuberculosis of lung 
011.11|A15.0|Tuberculosis of lung 
011.12|A15.0|Tuberculosis of lung 
011.13|A15.0|Tuberculosis of lung 
011.14|A15.0|Tuberculosis of lung 
011.15|A15.0|Tuberculosis of lung 
011.16|A15.0|Tuberculosis of lung 
011.20|A15.0|Tuberculosis of lung 
011.21|A15.0|Tuberculosis of lung 
011.22|A15.0|Tuberculosis of lung 
011.23|A15.0|Tuberculosis of lung 
011.24|A15.0|Tuberculosis of lung 
011.25|A15.0|Tuberculosis of lung 
011.26|A15.0|Tuberculosis of lung 
011.30|A15.5|Tuberculosis of larynx trachea and bronchus 
011.31|A15.5|Tuberculosis of larynx trachea and bronchus 
011.32|A15.5|Tuberculosis of larynx trachea and bronchus 
011.33|A15.5|Tuberculosis of larynx trachea and bronchus 
011.34|A15.5|Tuberculosis of larynx trachea and bronchus 
011.35|A15.5|Tuberculosis of larynx trachea and bronchus 
011.36|A15.5|Tuberculosis of larynx trachea and bronchus 
011.40|A15.0|Tuberculosis of lung 
011.41|A15.0|Tuberculosis of lung 
011.42|A15.0|Tuberculosis of lung 
011.43|A15.0|Tuberculosis of lung 
011.44|A15.0|Tuberculosis of lung 
011.45|A15.0|Tuberculosis of lung 
011.46|A15.0|Tuberculosis of lung 
011.50|A15.0|Tuberculosis of lung 
011.51|A15.0|Tuberculosis of lung 
011.52|A15.0|Tuberculosis of lung 
011.53|A15.0|Tuberculosis of lung 
011.54|A15.0|Tuberculosis of lung 
011.55|A15.0|Tuberculosis of lung 
011.56|A15.0|Tuberculosis of lung 
011.60|A15.0|Tuberculosis of lung 
011.61|A15.0|Tuberculosis of lung 
011.62|A15.0|Tuberculosis of lung 
011.63|A15.0|Tuberculosis of lung 
011.64|A15.0|Tuberculosis of lung 
011.65|A15.0|Tuberculosis of lung 
011.66|A15.0|Tuberculosis of lung 
011.70|A15.0|Tuberculosis of lung 
011.71|A15.0|Tuberculosis of lung 
011.72|A15.0|Tuberculosis of lung 
011.73|A15.0|Tuberculosis of lung 
011.74|A15.0|Tuberculosis of lung 
011.75|A15.0|Tuberculosis of lung 
011.76|A15.0|Tuberculosis of lung 
011.80|A15.0|Tuberculosis of lung 
011.81|A15.0|Tuberculosis of lung 
011.82|A15.0|Tuberculosis of lung 
011.83|A15.0|Tuberculosis of lung 
011.84|A15.0|Tuberculosis of lung 
011.85|A15.0|Tuberculosis of lung 
011.86|A15.0|Tuberculosis of lung 
011.90|A15.0|Tuberculosis of lung 
011.91|A15.0|Tuberculosis of lung 
011.92|A15.0|Tuberculosis of lung 
011.93|A15.0|Tuberculosis of lung 
011.94|A15.0|Tuberculosis of lung 
011.95|A15.0|Tuberculosis of lung 
011.96|A15.0|Tuberculosis of lung 
012.00|A15.6|Tuberculous pleurisy 
012.01|A15.6|Tuberculous pleurisy 
012.02|A15.6|Tuberculous pleurisy 
012.03|A15.6|Tuberculous pleurisy 
012.04|A15.6|Tuberculous pleurisy 
012.05|A15.6|Tuberculous pleurisy 
012.06|A15.6|Tuberculous pleurisy 
012.10|A15.4|Tuberculosis of intrathoracic lymph nodes 
012.11|A15.4|Tuberculosis of intrathoracic lymph nodes 
012.12|A15.4|Tuberculosis of intrathoracic lymph nodes 
012.13|A15.4|Tuberculosis of intrathoracic lymph nodes 
012.14|A15.4|Tuberculosis of intrathoracic lymph nodes 
012.15|A15.4|Tuberculosis of intrathoracic lymph nodes 
012.16|A15.4|Tuberculosis of intrathoracic lymph nodes 
012.20|A15.5|Tuberculosis of larynx trachea and bronchus 
012.21|A15.5|Tuberculosis of larynx trachea and bronchus 
012.22|A15.5|Tuberculosis of larynx trachea and bronchus 
012.23|A15.5|Tuberculosis of larynx trachea and bronchus 
012.24|A15.5|Tuberculosis of larynx trachea and bronchus 
012.25|A15.5|Tuberculosis of larynx trachea and bronchus 
012.26|A15.5|Tuberculosis of larynx trachea and bronchus 
012.30|A15.5|Tuberculosis of larynx trachea and bronchus 
012.31|A15.5|Tuberculosis of larynx trachea and bronchus 
012.32|A15.5|Tuberculosis of larynx trachea and bronchus 
012.33|A15.5|Tuberculosis of larynx trachea and bronchus 
012.34|A15.5|Tuberculosis of larynx trachea and bronchus 
012.35|A15.5|Tuberculosis of larynx trachea and bronchus 
012.36|A15.5|Tuberculosis of larynx trachea and bronchus 
012.80|A15.8|Other respiratory tuberculosis 
012.81|A15.8|Other respiratory tuberculosis 
012.82|A15.8|Other respiratory tuberculosis 
012.83|A15.8|Other respiratory tuberculosis 
012.84|A15.8|Other respiratory tuberculosis 
012.85|A15.8|Other respiratory tuberculosis 
012.86|A15.8|Other respiratory tuberculosis 
013.00|A17.0|Tuberculous meningitis 
013.01|A17.0|Tuberculous meningitis 
013.02|A17.0|Tuberculous meningitis 
013.03|A17.0|Tuberculous meningitis 
013.04|A17.0|Tuberculous meningitis 
013.05|A17.0|Tuberculous meningitis 
013.06|A17.0|Tuberculous meningitis 
013.10|A17.1|Meningeal tuberculoma 
013.11|A17.1|Meningeal tuberculoma 
013.12|A17.1|Meningeal tuberculoma 
013.13|A17.1|Meningeal tuberculoma 
013.14|A17.1|Meningeal tuberculoma 
013.15|A17.1|Meningeal tuberculoma 
013.16|A17.1|Meningeal tuberculoma 
013.20|A17.81|Tuberculoma of brain and spinal cord 
013.21|A17.81|Tuberculoma of brain and spinal cord 
013.22|A17.81|Tuberculoma of brain and spinal cord 
013.23|A17.81|Tuberculoma of brain and spinal cord 
013.24|A17.81|Tuberculoma of brain and spinal cord 
013.25|A17.81|Tuberculoma of brain and spinal cord 
013.26|A17.81|Tuberculoma of brain and spinal cord 
013.30|A17.81|Tuberculoma of brain and spinal cord 
013.31|A17.81|Tuberculoma of brain and spinal cord 
013.32|A17.81|Tuberculoma of brain and spinal cord 
013.33|A17.81|Tuberculoma of brain and spinal cord 
013.34|A17.81|Tuberculoma of brain and spinal cord 
013.35|A17.81|Tuberculoma of brain and spinal cord 
013.36|A17.81|Tuberculoma of brain and spinal cord 
013.40|A17.81|Tuberculoma of brain and spinal cord 
013.41|A17.81|Tuberculoma of brain and spinal cord 
013.42|A17.81|Tuberculoma of brain and spinal cord 
013.43|A17.81|Tuberculoma of brain and spinal cord 
013.44|A17.81|Tuberculoma of brain and spinal cord 
013.45|A17.81|Tuberculoma of brain and spinal cord 
013.46|A17.81|Tuberculoma of brain and spinal cord 
013.50|A17.81|Tuberculoma of brain and spinal cord 
013.51|A17.81|Tuberculoma of brain and spinal cord 
013.52|A17.81|Tuberculoma of brain and spinal cord 
013.53|A17.81|Tuberculoma of brain and spinal cord 
013.54|A17.81|Tuberculoma of brain and spinal cord 
013.55|A17.81|Tuberculoma of brain and spinal cord 
013.56|A17.81|Tuberculoma of brain and spinal cord 
013.60|A17.82|Tuberculous meningoencephalitis 
013.61|A17.82|Tuberculous meningoencephalitis 
013.62|A17.82|Tuberculous meningoencephalitis 
013.63|A17.82|Tuberculous meningoencephalitis 
013.64|A17.82|Tuberculous meningoencephalitis 
013.65|A17.82|Tuberculous meningoencephalitis 
013.66|A17.82|Tuberculous meningoencephalitis 
013.80|A17.89|Other tuberculosis of nervous system 
013.81|A17.89|Other tuberculosis of nervous system 
013.82|A17.89|Other tuberculosis of nervous system 
013.83|A17.89|Other tuberculosis of nervous system 
013.84|A17.89|Other tuberculosis of nervous system 
013.85|A17.89|Other tuberculosis of nervous system 
013.86|A17.89|Other tuberculosis of nervous system 
013.90|A17.9|Tuberculosis of nervous system unspecified 
013.91|A17.9|Tuberculosis of nervous system unspecified 
013.92|A17.9|Tuberculosis of nervous system unspecified 
013.93|A17.9|Tuberculosis of nervous system unspecified 
013.94|A17.9|Tuberculosis of nervous system unspecified 
013.95|A17.9|Tuberculosis of nervous system unspecified 
013.96|A17.9|Tuberculosis of nervous system unspecified 
014.00|A18.31|Tuberculous peritonitis 
014.01|A18.31|Tuberculous peritonitis 
014.02|A18.31|Tuberculous peritonitis 
014.03|A18.31|Tuberculous peritonitis 
014.04|A18.31|Tuberculous peritonitis 
014.05|A18.31|Tuberculous peritonitis 
014.06|A18.31|Tuberculous peritonitis 
014.80|A18.32|Tuberculous enteritis 
014.81|A18.32|Tuberculous enteritis 
014.82|A18.32|Tuberculous enteritis 
014.83|A18.32|Tuberculous enteritis 
014.84|A18.32|Tuberculous enteritis 
014.85|A18.32|Tuberculous enteritis 
014.86|A18.32|Tuberculous enteritis 
015.00|A18.01|Tuberculosis of spine 
015.01|A18.01|Tuberculosis of spine 
015.02|A18.01|Tuberculosis of spine 
015.03|A18.01|Tuberculosis of spine 
015.04|A18.01|Tuberculosis of spine 
015.05|A18.01|Tuberculosis of spine 
015.06|A18.01|Tuberculosis of spine 
015.10|A18.02|Tuberculous arthritis of other joints 
015.11|A18.02|Tuberculous arthritis of other joints 
015.12|A18.02|Tuberculous arthritis of other joints 
015.13|A18.02|Tuberculous arthritis of other joints 
015.14|A18.02|Tuberculous arthritis of other joints 
015.15|A18.02|Tuberculous arthritis of other joints 
015.16|A18.02|Tuberculous arthritis of other joints 
015.20|A18.02|Tuberculous arthritis of other joints 
015.21|A18.02|Tuberculous arthritis of other joints 
015.22|A18.02|Tuberculous arthritis of other joints 
015.23|A18.02|Tuberculous arthritis of other joints 
015.24|A18.02|Tuberculous arthritis of other joints 
015.25|A18.02|Tuberculous arthritis of other joints 
015.26|A18.02|Tuberculous arthritis of other joints 
015.50|A18.03|Tuberculosis of other bones 
015.51|A18.03|Tuberculosis of other bones 
015.52|A18.03|Tuberculosis of other bones 
015.53|A18.03|Tuberculosis of other bones 
015.54|A18.03|Tuberculosis of other bones 
015.55|A18.03|Tuberculosis of other bones 
015.56|A18.03|Tuberculosis of other bones 
015.60|A18.03|Tuberculosis of other bones 
015.61|A18.03|Tuberculosis of other bones 
015.62|A18.03|Tuberculosis of other bones 
015.63|A18.03|Tuberculosis of other bones 
015.64|A18.03|Tuberculosis of other bones 
015.65|A18.03|Tuberculosis of other bones 
015.66|A18.03|Tuberculosis of other bones 
015.70|A18.03|Tuberculosis of other bones 
015.71|A18.03|Tuberculosis of other bones 
015.72|A18.03|Tuberculosis of other bones 
015.73|A18.03|Tuberculosis of other bones 
015.74|A18.03|Tuberculosis of other bones 
015.75|A18.03|Tuberculosis of other bones 
015.76|A18.03|Tuberculosis of other bones 
015.80|A18.02|Tuberculous arthritis of other joints 
015.81|A18.02|Tuberculous arthritis of other joints 
015.82|A18.02|Tuberculous arthritis of other joints 
015.83|A18.02|Tuberculous arthritis of other joints 
015.84|A18.02|Tuberculous arthritis of other joints 
015.85|A18.02|Tuberculous arthritis of other joints 
015.86|A18.02|Tuberculous arthritis of other joints 
015.90|A18.02|Tuberculous arthritis of other joints 
015.91|A18.02|Tuberculous arthritis of other joints 
015.92|A18.02|Tuberculous arthritis of other joints 
015.93|A18.02|Tuberculous arthritis of other joints 
015.94|A18.02|Tuberculous arthritis of other joints 
015.95|A18.02|Tuberculous arthritis of other joints 
015.96|A18.02|Tuberculous arthritis of other joints 
016.00|A18.11|Tuberculosis of kidney and ureter 
016.01|A18.11|Tuberculosis of kidney and ureter 
016.02|A18.11|Tuberculosis of kidney and ureter 
016.03|A18.11|Tuberculosis of kidney and ureter 
016.04|A18.11|Tuberculosis of kidney and ureter 
016.05|A18.11|Tuberculosis of kidney and ureter 
016.06|A18.11|Tuberculosis of kidney and ureter 
016.10|A18.12|Tuberculosis of bladder 
016.11|A18.12|Tuberculosis of bladder 
016.12|A18.12|Tuberculosis of bladder 
016.13|A18.12|Tuberculosis of bladder 
016.14|A18.12|Tuberculosis of bladder 
016.15|A18.12|Tuberculosis of bladder 
016.16|A18.12|Tuberculosis of bladder 
016.20|A18.11|Tuberculosis of kidney and ureter 
016.21|A18.11|Tuberculosis of kidney and ureter 
016.22|A18.11|Tuberculosis of kidney and ureter 
016.23|A18.11|Tuberculosis of kidney and ureter 
016.24|A18.11|Tuberculosis of kidney and ureter 
016.25|A18.11|Tuberculosis of kidney and ureter 
016.26|A18.11|Tuberculosis of kidney and ureter 
016.30|A18.13|Tuberculosis of other urinary organs 
016.31|A18.13|Tuberculosis of other urinary organs 
016.32|A18.13|Tuberculosis of other urinary organs 
016.33|A18.13|Tuberculosis of other urinary organs 
016.34|A18.13|Tuberculosis of other urinary organs 
016.35|A18.13|Tuberculosis of other urinary organs 
016.36|A18.13|Tuberculosis of other urinary organs 
016.40|A18.15|Tuberculosis of other male genital organs 
016.41|A18.15|Tuberculosis of other male genital organs 
016.42|A18.15|Tuberculosis of other male genital organs 
016.43|A18.15|Tuberculosis of other male genital organs 
016.44|A18.15|Tuberculosis of other male genital organs 
016.45|A18.15|Tuberculosis of other male genital organs 
016.46|A18.15|Tuberculosis of other male genital organs 
016.50|A18.15|Tuberculosis of other male genital organs 
016.51|A18.15|Tuberculosis of other male genital organs 
016.52|A18.15|Tuberculosis of other male genital organs 
016.53|A18.15|Tuberculosis of other male genital organs 
016.54|A18.15|Tuberculosis of other male genital organs 
016.55|A18.15|Tuberculosis of other male genital organs 
016.56|A18.15|Tuberculosis of other male genital organs 
016.60|A18.17|Tuberculous female pelvic inflammatory disease 
016.61|A18.17|Tuberculous female pelvic inflammatory disease 
016.62|A18.17|Tuberculous female pelvic inflammatory disease 
016.63|A18.17|Tuberculous female pelvic inflammatory disease 
016.64|A18.17|Tuberculous female pelvic inflammatory disease 
016.65|A18.17|Tuberculous female pelvic inflammatory disease 
016.66|A18.17|Tuberculous female pelvic inflammatory disease 
016.70|A18.18|Tuberculosis of other female genital organs 
016.71|A18.18|Tuberculosis of other female genital organs 
016.72|A18.18|Tuberculosis of other female genital organs 
016.73|A18.18|Tuberculosis of other female genital organs 
016.74|A18.18|Tuberculosis of other female genital organs 
016.75|A18.18|Tuberculosis of other female genital organs 
016.76|A18.18|Tuberculosis of other female genital organs 
016.90|A18.10|Tuberculosis of genitourinary system unspecified 
016.91|A18.10|Tuberculosis of genitourinary system unspecified 
016.92|A18.10|Tuberculosis of genitourinary system unspecified 
016.93|A18.10|Tuberculosis of genitourinary system unspecified 
016.94|A18.10|Tuberculosis of genitourinary system unspecified 
016.95|A18.10|Tuberculosis of genitourinary system unspecified 
016.96'|A18.10|Tuberculosis of genitourinary system unspecified 
017.00|A18.4|Tuberculosis of skin and subcutaneous tissue 
017.01|A18.4|Tuberculosis of skin and subcutaneous tissue 
017.02|A18.4|Tuberculosis of skin and subcutaneous tissue 
017.03|A18.4|Tuberculosis of skin and subcutaneous tissue 
017.04|A18.4|Tuberculosis of skin and subcutaneous tissue 
017.05|A18.4|Tuberculosis of skin and subcutaneous tissue 
017.06|A18.4|Tuberculosis of skin and subcutaneous tissue 
017.10|A18.4|Tuberculosis of skin and subcutaneous tissue 
017.11|A18.4|Tuberculosis of skin and subcutaneous tissue 
017.12|A18.4|Tuberculosis of skin and subcutaneous tissue 
017.13|A18.4|Tuberculosis of skin and subcutaneous tissue 
017.14|A18.4|Tuberculosis of skin and subcutaneous tissue 
017.15|A18.4|Tuberculosis of skin and subcutaneous tissue 
017.16|A18.4|Tuberculosis of skin and subcutaneous tissue 
017.20|A18.2|Tuberculous peripheral lymphadenopathy 
017.21|A18.2|Tuberculous peripheral lymphadenopathy 
017.22|A18.2|Tuberculous peripheral lymphadenopathy 
017.23|A18.2|Tuberculous peripheral lymphadenopathy 
017.24|A18.2|Tuberculous peripheral lymphadenopathy 
017.25|A18.2|Tuberculous peripheral lymphadenopathy 
017.26|A18.2|Tuberculous peripheral lymphadenopathy 
017.30|A18.50|Tuberculosis of eye unspecified 
017.31|A18.51|Tuberculous episcleritis 
017.32|A18.51|Tuberculous episcleritis 
017.33|A18.51|Tuberculous episcleritis 
017.34|A18.51|Tuberculous episcleritis 
017.35|A18.51|Tuberculous episcleritis 
017.36|A18.51|Tuberculous episcleritis 
017.40|A18.6|Tuberculosis of (inner) (middle) ear 
017.41|A18.6|Tuberculosis of (inner) (middle) ear 
017.42|A18.6|Tuberculosis of (inner) (middle) ear 
017.43|A18.6|Tuberculosis of (inner) (middle) ear 
017.44|A18.6|Tuberculosis of (inner) (middle) ear 
017.45|A18.6|Tuberculosis of (inner) (middle) ear 
017.46|A18.6|Tuberculosis of (inner) (middle) ear 
017.50|A18.81|Tuberculosis of thyroid gland 
017.51|A18.81|Tuberculosis of thyroid gland 
017.52|A18.81|Tuberculosis of thyroid gland 
017.53|A18.81|Tuberculosis of thyroid gland 
017.54|A18.81|Tuberculosis of thyroid gland 
017.55|A18.81|Tuberculosis of thyroid gland 
017.56|A18.81|Tuberculosis of thyroid gland 
017.60|A18.7|Tuberculosis of adrenal glands 
017.61|A18.7|Tuberculosis of adrenal glands 
017.62|A18.7|Tuberculosis of adrenal glands 
017.63|A18.7|Tuberculosis of adrenal glands 
017.64|A18.7|Tuberculosis of adrenal glands 
017.65|A18.7|Tuberculosis of adrenal glands 
017.66|A18.7|Tuberculosis of adrenal glands 
017.70|A18.85|Tuberculosis of spleen 
017.71|A18.85|Tuberculosis of spleen 
017.72|A18.85|Tuberculosis of spleen 
017.73|A18.85|Tuberculosis of spleen 
017.74|A18.85|Tuberculosis of spleen 
017.75|A18.85|Tuberculosis of spleen 
017.76|A18.85|Tuberculosis of spleen 
017.80|A18.89|Tuberculosis of other sites 
017.81|A18.89|Tuberculosis of other sites 
017.82|A18.89|Tuberculosis of other sites 
017.83|A18.89|Tuberculosis of other sites 
017.84|A18.89|Tuberculosis of other sites 
017.85|A18.89|Tuberculosis of other sites 
017.86|A18.89|Tuberculosis of other sites 
017.90|A18.84|Tuberculosis of heart 
017.91|A18.89|Tuberculosis of other sites 
017.92|A18.89|Tuberculosis of other sites 
017.93|A18.89|Tuberculosis of other sites 
017.94|A18.89|Tuberculosis of other sites 
017.95|A18.89|Tuberculosis of other sites 
017.96|A18.89|Tuberculosis of other sites 
018.00|A19.2|Acute miliary tuberculosis unspecified 
018.01|A19.2|Acute miliary tuberculosis unspecified 
018.02|A19.2|Acute miliary tuberculosis unspecified 
018.03|A19.2|Acute miliary tuberculosis unspecified 
018.04|A19.2|Acute miliary tuberculosis unspecified 
018.05|A19.2|Acute miliary tuberculosis unspecified 
018.06|A19.2|Acute miliary tuberculosis unspecified 
018.80|A19.8|Other miliary tuberculosis 
018.81|A19.8|Other miliary tuberculosis 
018.82|A19.8|Other miliary tuberculosis 
018.83|A19.8|Other miliary tuberculosis 
018.84|A19.8|Other miliary tuberculosis 
018.85|A19.8|Other miliary tuberculosis 
018.86|A19.8|Other miliary tuberculosis 
018.90|A19.9|Miliary tuberculosis unspecified 
018.91|A19.9|Miliary tuberculosis unspecified 
018.92|A19.9|Miliary tuberculosis unspecified 
018.93|A19.9|Miliary tuberculosis unspecified 
018.94|A19.9|Miliary tuberculosis unspecified 
018.95|A19.9|Miliary tuberculosis unspecified 
018.96|A19.9|Miliary tuberculosis unspecified 
020.0|A20.0|Bubonic plague 
020.1|A20.1|Cellulocutaneous plague 
020.2|A20.7|Septicemic plague 
020.3|A20.2|Pneumonic plague 
020.4|A20.2|Pneumonic plague 
020.5|A20.2|Pneumonic plague 
020.8|A20.8|Other forms of plague 
020.9|A20.9|Plague unspecified 
021.0|A21.0|Ulceroglandular tularemia 
021.1|A21.3|Gastrointestinal tularemia 
021.2|A21.2|Pulmonary tularemia 
021.3|A21.1|Oculoglandular tularemia 
021.8|A21.8|Other forms of tularemia 
021.9|A21.9|Tularemia unspecified 
022.0|A22.0|Cutaneous anthrax 
022.1|A22.1|Pulmonary anthrax 
022.2|A22.2|Gastrointestinal anthrax 
022.3|A22.7|Anthrax sepsis 
022.8|A22.8|Other forms of anthrax 
022.9|A22.9|Anthrax unspecified 
023.0|A23.0|Brucellosis due to Brucella melitensis 
023.1|A23.1|Brucellosis due to Brucella abortus 
023.2|A23.2|Brucellosis due to Brucella suis 
023.3|A23.3|Brucellosis due to Brucella canis 
023.8|A23.8|Other brucellosis 
023.9|A23.9|Brucellosis unspecified 
024|A24.0|Glanders 
025|A24.3|Other melioidosis 
026.0|A25.0|Spirillosis 
026.1|A25.1|Streptobacillosis 
026.9|A25.9|Rat-bite fever unspecified 
027.0|A32.11|Listerial meningitis 
027.1|A26.8|Other forms of erysipeloid 
027.2|A28.0|Pasteurellosis 
027.8|A28.8|Other specified zoonotic bacterial diseases not elsewhere classified 
027.9|A28.9|Zoonotic bacterial disease unspecified 
030.0|A30.5|Lepromatous leprosy 
030.1|A30.1|Tuberculoid leprosy 
030.2|A30.0|Indeterminate leprosy 
030.3|A30.3|Borderline leprosy 
030.8|A30.8|Other forms of leprosy 
030.9|A30.9|Leprosy unspecified 
031.0|A31.0|Pulmonary mycobacterial infection 
031.1|A31.1|Cutaneous mycobacterial infection 
031.2|A31.2|Disseminated mycobacterium avium-intracellulare complex (DMAC) 
031.8|A31.8|Other mycobacterial infections 
031.9|A31.9|Mycobacterial infection unspecified 
032.0|A36.0|Pharyngeal diphtheria 
032.1|A36.1|Nasopharyngeal diphtheria 
032.2|A36.89|Other diphtheritic complications 
032.3|A36.2|Laryngeal diphtheria 
032.81|A36.86|Diphtheritic conjunctivitis 
032.82|A36.81|Diphtheritic cardiomyopathy 
032.83|A36.89|Other diphtheritic complications 
032.84|A36.85|Diphtheritic cystitis 
032.85|A36.3|Cutaneous diphtheria 
032.89|A36.82|Diphtheritic radiculomyelitis 
032.9|A36.9|Diphtheria unspecified 
033.0|A37.00|Whooping cough due to Bordetella pertussis without pneumonia 
033.1|A37.10|Whooping cough due to Bordetella parapertussis without pneumonia 
033.8|A37.80|Whooping cough due to other Bordetella species without pneumonia 
033.9|A37.90|Whooping cough unspecified species without pneumonia 
034.0|J02.0|Streptococcal pharyngitis 
034.1|A38.9|Scarlet fever uncomplicated 
035|A46|Erysipelas 
036.0|A39.0|Meningococcal meningitis 
036.1|A39.81|Meningococcal encephalitis 
036.2|A39.4|Meningococcemia unspecified 
036.3|A39.1|Waterhouse-Friderichsen syndrome 
036.40|A39.50|Meningococcal carditis unspecified 
036.41|A39.53|Meningococcal pericarditis 
036.42|A39.51|Meningococcal endocarditis 
036.43|A39.52|Meningococcal myocarditis 
036.81|A39.82|Meningococcal retrobulbar neuritis 
036.82|A39.83|Meningococcal arthritis 
036.89|A39.89|Other meningococcal infections 
